contig	prodigal	cds	start	end	nothing	strand	unknown	gene_id	A01_r2_seq.txt	A04_r2_seq.txt	A07_r2_seq.txt	B01_r2_seq.txt	B04_r2_seq.txt	B07_r2_seq.txt	C01_r2_seq.txt	C04_r2_seq.txt	C07_r2_seq.txt	D01_r2_seq.txt	D04_r2_seq.txt	D07_r2_seq.txt	E01_r2_seq.txt	E04_r2_seq.txt	E07_r2_seq.txt	F01_r2_seq.txt	F04_r2_seq.txt	F07_r2_seq.txt	G01_r2_seq.txt	G04_r2_seq.txt	G07_r2_seq.txt	H01_r2_seq.txt	H04_r2_seq.txt	H07_r2_seq.txt	A02_r2_seq.txt	A05_r2_seq.txt	A08_r2_seq.txt	B02_r2_seq.txt	B05_r2_seq.txt	B08_r2_seq.txt	C02_r2_seq.txt	C05_r2_seq.txt	C08_r2_seq.txt	D02_r2_seq.txt	D05_r2_seq.txt	D08_r2_seq.txt	E02_r2_seq.txt	E05_r2_seq.txt	F02_r2_seq.txt	F05_r2_seq.txt	G02_r2_seq.txt	G05_r2_seq.txt	H02_r2_seq.txt	H05_r2_seq.txt	A03_r2_seq.txt	A06_r2_seq.txt	B03_r2_seq.txt	B06_r2_seq.txt	C03_r2_seq.txt	C06_r2_seq.txt	D03_r2_seq.txt	D06_r2_seq.txt	E03_r2_seq.txt	E06_r2_seq.txt	F03_r2_seq.txt	F06_r2_seq.txt	G03_r2_seq.txt	G06_r2_seq.txt	H03_r2_seq.txt	H06_r2_seq.txt
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	48446	49216	.	-	0	"ID=BJEIHDPM_00047;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q53WG6;locus_tag=BJEIHDPM_00047;note=UPF0271 protein TTHB195;product=hypothetical protein"	19	17	23	14	15	22	15	1	19	17	17	23	15	11	24	15	17	19	13	10	29	0	16	26	7	14	33	24	14	17	0	0	0	21	23	25	0	18	18	18	22	16	8	13	18	14	18	14	10	16	13	28	20	20	24	11	17	21	19	15
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	49235	50467	.	-	0	ID=BJEIHDPM_00048;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00048;product=hypothetical protein	1	1	3	0	1	1	0	0	0	2	4	4	1	4	4	2	1	3	3	0	7	0	2	3	2	2	2	3	2	4	0	0	0	0	0	4	0	3	1	0	3	1	1	3	3	4	1	2	3	0	4	0	2	0	1	2	1	4	4	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	50721	51389	.	+	0	"ID=BJEIHDPM_00049;Name=rspR_1;dbxref=COG:COG1802;gene=rspR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0ACM2;locus_tag=BJEIHDPM_00049;product=HTH-type transcriptional repressor RspR"	4	9	10	5	6	9	5	0	7	5	5	5	6	0	11	10	5	7	5	7	10	0	7	7	3	3	7	14	3	9	0	0	0	5	3	8	0	6	4	8	9	5	3	4	9	1	4	2	9	4	6	4	6	3	6	3	3	6	1	10
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	51435	52793	.	+	0	"ID=BJEIHDPM_00050;Name=chrA;gene=chrA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P14285;locus_tag=BJEIHDPM_00050;product=Chromate transport protein"	5	3	0	4	2	4	2	0	0	4	2	4	5	3	4	2	5	5	3	2	3	0	5	1	2	1	5	3	3	5	0	0	0	4	1	2	0	1	8	1	1	1	1	2	2	3	2	1	3	4	3	3	2	7	1	1	2	5	2	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	52790	53365	.	-	0	ID=BJEIHDPM_00051;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00051;product=hypothetical protein	18	11	12	12	7	17	8	0	10	12	12	18	13	6	16	10	7	19	10	12	16	1	12	13	5	8	20	13	13	16	0	0	0	11	10	12	0	17	13	10	17	13	11	14	13	10	7	14	13	8	10	12	13	10	10	18	19	14	12	18
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	53513	54214	.	+	0	"ID=BJEIHDPM_00052;eC_number=2.5.1.18;Name=gstB_1;dbxref=COG:COG0625;gene=gstB_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P15214;locus_tag=BJEIHDPM_00052;product=Glutathione S-transferase GST-6.0"	7	9	16	13	14	27	8	0	3	11	14	17	13	9	14	16	7	18	11	8	13	0	14	12	9	16	12	8	16	19	0	0	0	9	18	15	0	12	8	6	18	11	6	14	17	9	10	9	8	10	9	6	6	9	8	4	10	11	9	10
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	54352	54771	.	-	0	ID=BJEIHDPM_00053;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00053;product=hypothetical protein	3	1	4	1	2	0	3	0	3	2	1	0	0	0	0	2	3	3	5	0	2	0	1	3	0	4	4	2	2	4	0	0	0	1	0	2	0	0	2	4	2	1	1	4	1	0	0	1	2	1	0	2	1	1	1	0	2	3	1	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	54961	55245	.	+	0	ID=BJEIHDPM_00054;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00054;product=hypothetical protein	3	6	5	10	7	9	7	0	7	2	5	8	3	1	6	11	11	7	6	6	6	0	3	9	3	3	9	4	5	5	0	0	0	6	5	6	0	5	5	8	8	3	6	9	6	6	3	7	7	7	5	2	5	3	6	6	6	2	6	6
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	55264	55647	.	-	0	ID=BJEIHDPM_00055;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00055;product=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	55792	56895	.	-	0	"ID=BJEIHDPM_00056;eC_number=1.-.-.-;Name=nemA_1;dbxref=COG:COG1902;gene=nemA_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P77258;locus_tag=BJEIHDPM_00056;product=N-ethylmaleimide reductase"	19	18	16	12	14	20	13	0	9	12	12	26	11	6	26	16	18	25	22	11	22	0	21	16	10	11	15	12	10	23	0	0	0	11	7	17	0	16	21	13	9	9	13	21	9	14	13	9	8	18	14	11	16	13	14	10	18	12	10	11
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	56998	57969	.	+	0	"ID=BJEIHDPM_00057;Name=pgrR_1;gene=pgrR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P77333;locus_tag=BJEIHDPM_00057;product=HTH-type transcriptional regulator PgrR"	2	1	3	0	1	2	2	0	0	1	0	2	2	1	4	1	1	2	0	3	1	0	1	4	1	1	2	3	0	0	0	0	0	1	0	2	0	2	3	3	2	0	1	2	0	1	1	2	1	1	0	2	0	1	3	3	4	0	2	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	58294	58857	.	-	0	ID=BJEIHDPM_00058;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00058;product=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	59107	59808	.	-	0	ID=BJEIHDPM_00059;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00059;product=hypothetical protein	10	7	15	9	11	6	8	0	13	7	11	23	5	6	13	13	9	18	5	10	17	0	11	14	9	7	13	10	10	14	0	0	0	8	8	13	0	9	10	10	5	24	9	11	7	16	6	10	8	7	7	6	5	18	9	5	10	13	11	9
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	60031	60180	.	+	0	ID=BJEIHDPM_00060;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00060;product=hypothetical protein	4	5	12	7	7	6	6	0	5	4	3	10	4	7	8	6	5	12	6	8	10	0	6	9	1	5	6	9	5	5	0	0	0	5	1	8	0	6	4	5	5	3	6	4	5	7	3	7	9	3	2	3	4	8	8	7	8	3	9	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	60601	63600	.	+	0	ID=BJEIHDPM_00061;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00061;product=hypothetical protein	5	9	20	17	15	19	17	0	12	16	16	11	14	14	20	8	16	23	12	9	16	0	16	18	8	19	18	11	16	14	0	0	0	10	5	17	0	18	14	15	12	14	14	7	12	6	14	11	17	8	12	17	19	17	12	12	14	17	21	19
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	63668	64639	.	-	0	"ID=BJEIHDPM_00062;eC_number=3.1.1.1;Name=nlhH_1;dbxref=COG:COG0657;gene=nlhH_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WK87;locus_tag=BJEIHDPM_00062;product=Carboxylesterase NlhH"	1	0	5	1	2	2	1	0	7	2	2	4	0	1	2	1	1	0	1	1	1	0	2	2	0	0	0	1	3	1	0	0	0	0	1	4	0	0	0	1	1	0	1	4	1	1	1	1	0	1	0	0	4	0	0	1	2	2	2	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	64855	65397	.	+	0	"ID=BJEIHDPM_00063;eC_number=2.3.1.-;Name=pitA_1;dbxref=COG:COG1247;gene=pitA_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9HUU7;locus_tag=BJEIHDPM_00063;product=L-methionine sulfoximine/L-methionine sulfone acetyltransferase"	4	2	4	0	3	2	2	0	1	1	1	2	3	4	1	3	1	5	2	2	3	0	5	3	1	2	5	1	2	2	0	0	0	2	3	3	0	4	4	7	1	1	1	0	1	0	2	0	3	3	2	2	2	0	2	2	1	4	3	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	65541	66410	.	-	0	"ID=BJEIHDPM_00064;eC_number=1.14.11.17;Name=tauD_1;dbxref=COG:COG2175;gene=tauD_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37610;locus_tag=BJEIHDPM_00064;product=Alpha-ketoglutarate-dependent taurine dioxygenase"	3	4	3	3	0	4	2	0	2	2	2	4	1	3	2	2	0	2	1	0	3	0	4	3	4	1	2	1	4	5	0	0	0	3	0	0	0	0	0	2	1	1	2	2	3	3	0	1	1	2	1	1	0	1	2	1	1	0	2	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	66466	66654	.	-	0	"ID=BJEIHDPM_00065;Name=mbtH_1;dbxref=COG:COG3251;gene=mbtH_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WIP5;locus_tag=BJEIHDPM_00065;product=Protein MbtH"	3	2	1	3	6	3	1	0	0	4	1	3	1	1	2	3	2	3	2	4	0	0	0	1	1	0	3	1	1	8	0	0	0	2	2	11	0	0	1	3	5	1	4	2	4	0	2	6	2	0	3	4	5	3	2	2	3	0	1	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	66641	75862	.	-	0	"ID=BJEIHDPM_00066;Name=srfAB;gene=srfAB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q04747;locus_tag=BJEIHDPM_00066;product=Surfactin synthase subunit 2"	41	37	61	45	28	69	45	0	43	37	42	56	42	31	65	49	42	58	33	43	55	0	40	56	32	40	63	48	46	65	0	0	0	35	47	52	0	47	49	52	49	44	36	52	41	50	38	41	39	38	39	48	55	41	42	44	52	38	53	50
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	75862	79974	.	-	0	"ID=BJEIHDPM_00067;Name=tycC_1;gene=tycC_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O30409;locus_tag=BJEIHDPM_00067;product=Tyrocidine synthase 3"	10	19	25	13	10	19	18	0	13	19	12	28	16	10	27	19	14	30	9	20	24	0	16	28	4	16	22	16	14	20	0	0	0	21	15	33	0	11	19	20	15	14	14	21	13	10	18	18	12	13	19	15	16	16	19	15	17	19	17	11
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	79971	89681	.	-	0	"ID=BJEIHDPM_00068;Name=grsB;gene=grsB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0C064;locus_tag=BJEIHDPM_00068;product=Gramicidin S synthase 2"	46	39	69	47	48	65	33	0	39	22	47	75	39	37	47	42	49	69	52	42	69	0	51	65	36	57	70	55	37	51	0	0	0	50	50	60	0	43	52	61	63	41	56	47	42	41	51	34	43	40	43	33	60	42	54	44	42	31	50	60
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	90719	93721	.	+	0	"ID=BJEIHDPM_00069;eC_number=3.4.21.-;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P09489;locus_tag=BJEIHDPM_00069;product=Extracellular serine protease"	25	20	29	37	22	39	29	0	24	19	22	38	29	23	36	15	18	22	28	21	38	0	32	35	20	26	27	38	21	26	0	0	0	29	13	41	0	24	24	29	29	37	22	22	26	28	26	28	29	31	34	28	29	28	26	25	25	26	26	29
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	93814	96927	.	+	0	"ID=BJEIHDPM_00070;eC_number=3.4.21.-;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P09489;locus_tag=BJEIHDPM_00070;product=Extracellular serine protease"	11	13	16	11	10	13	11	0	13	9	12	20	10	4	23	9	9	13	4	9	12	0	13	16	9	13	14	10	15	14	0	0	0	13	10	16	0	3	13	13	15	17	7	11	7	11	11	9	16	8	14	6	14	15	11	9	8	7	15	7
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	97362	99524	.	+	0	"ID=BJEIHDPM_00071;Name=pupB;gene=pupB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P38047;locus_tag=BJEIHDPM_00071;product=Ferric-pseudobactin BN7/BN8 receptor"	8	12	14	14	12	20	5	0	15	8	13	18	10	9	11	14	8	14	9	11	17	0	12	19	9	13	14	14	6	12	0	0	0	9	8	19	0	7	11	13	15	12	12	16	7	11	11	7	17	5	13	7	9	7	12	8	10	9	13	12
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	99884	104008	.	-	0	"ID=BJEIHDPM_00072;Name=inaZ;gene=inaZ;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P06620;locus_tag=BJEIHDPM_00072;product=Ice nucleation protein"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	104635	105933	.	-	0	"ID=BJEIHDPM_00073;eC_number=2.1.3.2;Name=pyrB_1;dbxref=COG:COG0540;gene=pyrB_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8ZB39;locus_tag=BJEIHDPM_00073;product=Aspartate carbamoyltransferase"	3	10	16	4	12	5	5	0	8	3	5	8	9	8	20	3	7	11	9	5	9	0	6	13	5	7	8	5	9	15	0	0	0	9	4	12	0	10	5	5	12	9	5	4	8	6	6	9	9	5	10	4	5	13	2	6	8	2	7	3
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	106163	106999	.	-	0	"ID=BJEIHDPM_00074;eC_number=6.3.1.5;Name=nadE_1;dbxref=COG:COG0171;gene=nadE_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9HUP3;locus_tag=BJEIHDPM_00074;product=NH(3)-dependent NAD(+) synthetase"	1	2	3	0	4	3	4	0	7	3	5	6	5	1	3	5	0	8	9	3	5	0	4	7	1	1	11	2	2	4	0	0	0	4	5	2	0	4	5	3	5	2	6	10	2	4	3	6	2	2	4	3	1	6	6	3	4	5	8	6
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	107007	108212	.	-	0	"ID=BJEIHDPM_00075;eC_number=6.3.4.21;Name=pncB2_1;dbxref=COG:COG1488;gene=pncB2_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9HW26;locus_tag=BJEIHDPM_00075;product=Nicotinate phosphoribosyltransferase 2"	13	1	9	11	6	5	8	0	3	7	14	14	7	4	9	8	5	9	3	9	12	1	11	11	7	7	10	14	5	8	0	0	0	10	5	11	0	12	10	8	10	5	5	8	8	6	18	11	11	7	2	5	7	7	9	8	18	10	12	11
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	108229	108870	.	-	0	"ID=BJEIHDPM_00076;eC_number=3.5.1.19;Name=pncA;dbxref=COG:COG1335;gene=pncA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P21369;locus_tag=BJEIHDPM_00076;product=Nicotinamidase"	10	5	12	2	3	13	10	0	9	5	9	12	6	13	12	8	8	17	8	4	19	0	7	10	3	12	9	7	9	4	0	0	0	4	11	17	0	1	5	6	10	6	7	7	4	9	5	7	6	7	3	9	6	7	5	7	7	10	11	8
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	109067	109612	.	+	0	"ID=BJEIHDPM_00077;eC_number=2.7.7.18;Name=nadD_1;dbxref=COG:COG1057;gene=nadD_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54455;locus_tag=BJEIHDPM_00077;product=Nicotinate-nucleotide adenylyltransferase"	0	2	3	2	0	3	0	0	8	1	0	2	3	0	1	0	4	3	0	1	4	0	4	4	0	3	0	3	5	2	0	0	0	1	0	3	0	1	0	1	0	2	0	1	0	1	3	2	2	1	2	1	0	0	3	2	2	2	1	3
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	109614	110327	.	+	0	ID=BJEIHDPM_00078;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00078;product=hypothetical protein	7	1	3	1	0	2	3	0	1	3	1	3	4	0	2	3	1	2	2	6	4	0	3	4	4	1	2	3	0	2	0	0	0	4	2	4	0	2	4	6	2	5	0	6	2	7	3	3	1	4	3	5	1	6	2	3	4	3	4	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	110360	110899	.	+	0	"ID=BJEIHDPM_00079;eC_number=3.6.1.13;Name=nudF_1;dbxref=COG:COG0494;gene=nudF_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54570;locus_tag=BJEIHDPM_00079;product=ADP-ribose pyrophosphatase"	1	1	1	1	0	0	0	0	0	0	0	0	0	2	2	0	3	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	110937	112475	.	+	0	"ID=BJEIHDPM_00080;eC_number=4.1.99.13;Name=phrB_1;dbxref=COG:COG3046;gene=phrB_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A9CH39;locus_tag=BJEIHDPM_00080;product=(6-4) photolyase"	5	2	8	6	5	7	6	0	4	3	8	11	6	2	4	6	6	4	6	3	10	0	2	4	6	4	7	7	14	15	0	0	0	6	6	8	0	6	3	5	7	2	4	2	9	9	5	3	2	5	5	4	5	5	4	2	13	4	4	7
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	112700	113761	.	+	0	ID=BJEIHDPM_00081;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00081;product=hypothetical protein	1	4	3	6	3	8	1	0	5	0	3	5	5	2	4	5	3	4	2	1	2	0	4	6	2	2	7	3	1	4	0	0	0	2	5	4	0	1	4	4	3	3	4	8	4	1	3	2	2	1	4	4	4	2	10	3	0	5	5	3
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	113829	114200	.	+	0	ID=BJEIHDPM_00082;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00082;product=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	114208	114786	.	-	0	ID=BJEIHDPM_00083;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00083;product=hypothetical protein	7	10	12	11	12	18	9	0	10	8	9	18	14	7	10	10	8	11	8	14	11	1	7	18	7	8	14	13	13	11	0	0	0	10	8	13	0	9	15	12	13	9	8	12	8	5	13	14	12	16	10	11	8	8	11	15	10	12	17	9
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	115410	115838	.	+	0	ID=BJEIHDPM_00084;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00084;product=hypothetical protein	4	6	7	4	3	2	10	0	6	4	1	8	8	4	7	5	5	9	8	2	6	0	5	8	2	6	7	6	3	4	0	0	0	2	3	7	0	5	8	4	7	6	5	9	4	7	5	5	4	1	1	8	5	4	11	3	2	8	12	7
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	115835	117127	.	+	0	ID=BJEIHDPM_00085;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00085;product=hypothetical protein	2	2	5	2	0	1	2	0	0	1	1	0	3	0	1	3	1	0	2	4	7	0	5	1	0	2	2	0	1	3	0	0	0	2	1	0	0	5	4	1	1	2	0	3	1	3	2	3	2	2	3	2	3	2	0	1	1	2	4	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	117212	117964	.	-	0	"ID=BJEIHDPM_00086;eC_number=1.-.-.-;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q7A3L9;locus_tag=BJEIHDPM_00086;product=putative oxidoreductase"	4	8	9	6	4	10	6	0	7	2	4	15	8	2	4	12	8	15	4	5	7	0	10	9	7	10	10	10	2	18	0	0	0	9	6	13	0	7	10	13	8	6	10	6	5	7	9	6	10	6	4	7	7	4	5	6	15	7	9	10
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	118059	118661	.	+	0	ID=BJEIHDPM_00087;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00087;product=hypothetical protein	3	4	7	3	1	8	2	0	3	4	5	7	1	1	3	0	4	2	4	4	4	0	3	3	1	5	8	2	0	0	0	0	0	2	2	9	0	3	3	1	7	3	1	4	4	5	5	2	3	5	5	3	2	3	5	2	2	6	1	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	118815	119480	.	+	0	"ID=BJEIHDPM_00088;Name=yagT_1;dbxref=COG:COG2080;gene=yagT_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P77165;locus_tag=BJEIHDPM_00088;product=Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit"	2	0	2	2	1	1	1	0	0	0	2	0	1	0	1	0	0	1	3	0	3	0	2	0	1	0	0	1	0	0	0	0	0	3	2	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	1	3
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	119477	120427	.	+	0	"ID=BJEIHDPM_00089;eC_number=1.17.1.4;Name=yagS_1;dbxref=COG:COG1319;gene=yagS_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P77324;locus_tag=BJEIHDPM_00089;product=Putative xanthine dehydrogenase YagS FAD-binding subunit"	6	4	7	3	4	5	1	0	2	1	5	8	9	7	6	9	4	8	5	5	7	0	4	12	3	6	11	7	6	4	0	0	0	6	9	9	0	6	6	8	1	4	3	5	4	2	4	6	1	6	2	5	5	1	5	3	6	2	5	11
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	120506	122716	.	+	0	"ID=BJEIHDPM_00090;eC_number=1.17.1.4;Name=yagR_1;dbxref=COG:COG1529;gene=yagR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P77489;locus_tag=BJEIHDPM_00090;product=Putative xanthine dehydrogenase YagR molybdenum-binding subunit"	3	0	1	3	0	2	1	0	1	1	0	5	0	1	0	2	0	0	1	0	3	0	1	2	0	0	0	4	1	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	1	2	0	2	0	1	1	0	1	0	0	1	3	0	1	3
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	122744	123658	.	+	0	"ID=BJEIHDPM_00091;Name=pgrR_2;gene=pgrR_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P77333;locus_tag=BJEIHDPM_00091;product=HTH-type transcriptional regulator PgrR"	1	2	1	3	2	3	2	0	2	3	2	3	2	0	1	6	2	4	3	4	3	0	6	1	0	2	1	2	1	1	0	0	0	3	1	3	0	2	3	2	2	4	1	2	1	1	2	1	1	3	0	1	6	5	1	1	2	1	1	3
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	123667	124458	.	-	0	ID=BJEIHDPM_00092;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00092;product=hypothetical protein	11	7	10	3	19	5	8	0	9	7	6	16	9	6	8	10	8	16	8	2	15	0	7	17	6	7	7	11	6	13	0	0	0	9	6	16	0	8	8	8	8	5	9	12	5	7	6	12	6	8	5	12	15	8	10	6	7	10	10	12
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	124455	124946	.	-	0	ID=BJEIHDPM_00093;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00093;product=hypothetical protein	2	2	2	2	1	2	1	0	1	0	0	0	0	0	3	0	1	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	2	2	1	0	1	1	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	125006	125932	.	-	0	"ID=BJEIHDPM_00094;Name=cdhR_1;dbxref=COG:COG4977;gene=cdhR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9HTH5;locus_tag=BJEIHDPM_00094;product=HTH-type transcriptional regulator CdhR"	10	5	10	12	6	13	11	0	1	6	8	8	17	9	10	4	7	13	5	2	4	0	6	7	5	9	13	10	6	11	0	0	0	7	12	8	0	4	10	5	9	5	12	9	12	7	10	7	8	3	7	7	14	11	4	6	7	10	8	7
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	126237	126674	.	+	0	ID=BJEIHDPM_00095;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00095;product=hypothetical protein	1	2	4	4	2	0	2	0	4	5	2	0	1	2	0	4	2	3	4	3	1	0	1	2	0	2	3	6	0	3	0	0	0	5	1	0	0	5	2	1	1	3	3	1	3	1	3	1	1	2	1	2	0	6	1	2	4	0	4	0
